Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
omega_99901	-105.354721	-110.543762	9.528839	-4.339804	0.000000	0.000000	CCOc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccccc5OCC
omega_113445	-105.346085	-111.669693	9.455453	-3.131856	0.000000	0.000000	CCCCc1ccc(cc1)c2cc(c3cc(ccc3n2)Br)C(=O)Nc4c(c5c(s4)CCCCC5)C#N
omega_68361	-105.276344	-104.785347	7.013179	-7.504168	0.000000	0.000000	Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N2CCCCCC2)c3cccc(c3)C(F)(F)F
omega_158240	-105.268929	-107.726517	9.264173	-6.806578	0.000000	0.000000	c1ccc(cc1)C=C(C(=O)N2CCN(CC2)c3ccccc3)NC(=O)c4ccccc4
omega_122569	-105.245300	-108.376053	8.421925	-5.283828	-0.007338	0.000000	c1cc(cc(c1)Nc2c(c(c(s2)C(=O)C34CC5CC(C3)CC(C5)C4)N)C#N)C(F)(F)F
omega_25649	-105.203705	-106.261871	4.484663	-3.426500	0.000000	0.000000	c1c2c(nc(c1C#N)SCC(=O)C34CC5CC(C3)CC(C5)C4)CCC2
omega_114352	-105.201324	-104.997055	4.996511	-5.200784	0.000000	0.000000	Cc1ccc(c(c1)N2CCN(CC2)C(=O)c3cc(nc4c3cc(cc4)Br)c5ccccc5)C
omega_74572	-105.179749	-101.219788	10.746651	-14.706606	0.000000	0.000000	c1ccc(cc1)n2c(nnn2)Sc3nc4ccccc4n3Cc5cccc(c5)Cl
omega_85464	-105.173149	-103.284317	3.324946	-5.213780	0.000000	0.000000	c1ccc(cc1)N(c2ccc3ccccc3c2)C(=O)c4cccs4
omega_59167	-105.170830	-106.451248	4.407412	-3.126996	0.000000	0.000000	c1ccc2c(c1)cccc2C(=O)CN3c4ccccc4N5C3=NCC5
omega_29495	-105.160606	-107.974190	12.174277	-3.023021	-6.337681	0.000000	c1ccc(cc1)N=c2n(c(cs2)c3cccc(c3)N4C(=O)c5ccccc5C4=O)CCO
omega_26978	-105.160439	-101.128914	14.086399	-7.622705	-10.495219	0.000000	c1ccc(cc1)CN2C(=O)C(=Cc3c[nH]c4c3cccc4)C(=O)NC2=S
omega_32669	-105.146103	-109.771362	6.649487	-2.024239	0.000000	0.000000	c1ccc(cc1)c2c3ccc(cc3ncc2C(=O)c4ccc5ccccc5c4)Cl
omega_9667	-105.142494	-105.233910	4.433193	-4.341776	0.000000	0.000000	c1ccc(cc1)c2ccc(cc2)C(=O)Oc3c4ccccc4sc3C(=O)c5ccccc5
omega_74386	-105.142448	-105.733833	5.574416	-4.983030	0.000000	0.000000	c1ccc(cc1)c2c(sc(n2)N3CCOCC3)C(=O)c4ccc(cc4)C5CCCCC5
omega_37034	-105.139801	-108.142433	11.588936	-3.294727	-5.291578	0.000000	Cc1cc(c2c(c1)nc(o2)c3cc(ccc3O)N=Cc4c(c(c(cc4O)C)Cl)C)C
omega_44245	-105.135056	-103.315147	2.216631	-4.036541	0.000000	0.000000	Cc1ccc(n1c2ccc(cc2)OC(=O)c3ccc(cc3Cl)Cl)C
omega_94286	-105.090805	-106.816345	7.793080	-6.067537	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)NCc4ccc(cc4)F
omega_139217	-105.087891	-106.960068	8.424227	-6.552050	0.000000	0.000000	Cn1c2c(c(=O)n(c1=O)C)n(c(n2)SCc3ccc(cc3)F)Cc4ccc(c(c4)Cl)Cl
omega_102612	-105.085587	-105.285782	14.143168	-13.942982	0.000000	0.000000	Cc1c(cn(n1)C)CN(C)C(=O)c2cc3nc(cc(n3n2)C(F)(F)F)c4ccccc4
omega_91524	-105.081779	-104.092018	5.664029	-6.653790	0.000000	0.000000	CCN(CC)c1ccc(c(c1)OCC)C=Nc2c(c3c(s2)CCCC3)C#N
omega_87198	-105.078857	-107.075623	2.425333	-0.428579	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cccc(c3n2)C)C(=O)Oc4cccc(c4C)C
omega_165210	-105.071190	-106.397591	8.839400	-7.512996	0.000000	0.000000	CCN1C(=O)C(=Cc2ccc(cc2OC)N(CC)CC)SC1=Nc3ccc(cc3)OC
omega_31490	-105.066338	-104.695969	2.505175	-2.875544	0.000000	0.000000	Cc1c(sc2n1c3cc(c(cc3n2)F)F)C(=O)c4ccc(cc4)c5ccccc5
omega_161690	-105.063255	-107.556252	8.862417	-6.369415	0.000000	0.000000	CCN1C(=O)C(=Cc2ccc(cc2OC)N(CC)CC)SC1=Nc3ccc(cc3)OCC
omega_88655	-105.057495	-107.794044	4.854030	-2.117477	0.000000	0.000000	c1ccc(cc1)c2cc(c3cccc(c3n2)Cl)C(=O)OCC(=O)c4ccc(cc4)F
omega_95808	-105.053413	-111.582497	7.985563	-1.456485	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCC5)C(=O)OC
omega_193169	-105.049789	-109.870346	8.510628	-0.515573	-3.174506	0.000000	c1ccc(cc1)C(=Nc2ccccc2O)C(=Nc3ccccc3O)c4ccccc4
omega_99379	-105.024101	-104.699776	5.842367	-6.166691	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccccc5C
omega_95144	-105.021774	-100.345688	11.897660	-16.573748	0.000000	0.000000	COc1ccc(cc1)c2cc(n3c(n2)cc(n3)C(=O)N4CCc5ccccc5C4)C(F)(F)F
omega_78843	-104.990036	-107.324806	6.203984	-3.869217	0.000000	0.000000	COc1ccc(cc1COc2ccc(cc2)F)C=C3CCc4ccccc4C3=O
omega_88671	-104.987297	-108.164726	3.192006	-0.014574	0.000000	0.000000	Cc1c(c2cccc(c2nc1c3ccccc3)Cl)C(=O)OCC(=O)c4ccc(cc4)F
omega_77982	-104.984627	-105.181915	11.937309	-11.740016	0.000000	0.000000	COc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCC(=O)OC)CCCC4
omega_15378	-104.982452	-107.605774	3.603683	-0.980352	0.000000	0.000000	Cc1cc(n2c3ccccc3nc2c1C#N)N4CCN(CC4)S(=O)(=O)c5ccc(c(c5)Cl)Cl
omega_122393	-104.982208	-102.331818	18.699163	-15.272072	-6.077483	0.000000	CSc1c(c(nc(n1)N)SCC(=O)c2ccc3c(c2)OCO3)C#N
omega_107662	-104.978600	-102.761711	7.730309	-9.947198	0.000000	0.000000	Cc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCCc5ccccc5)CCCC4
omega_79295	-104.977203	-108.426697	8.813231	-5.363745	0.000000	0.000000	CC1(Cc2c(sc3c2c(=O)n(c(n3)SCc4cccc5c4cccc5)CC=C)CO1)C
omega_25028	-104.948753	-105.017441	5.145769	-3.776077	-1.301007	0.000000	Cc1ccccc1N(c2ccc3ccccc3c2)C(=O)c4ccc(cc4)N
omega_7008	-104.942673	-100.574448	7.630659	-11.998879	0.000000	0.000000	Cc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCC(=C)C)CCCCC4
omega_89678	-104.938797	-108.130836	4.415063	-1.223021	0.000000	0.000000	c1ccc2cc(ccc2c1)COC(=O)C3c4ccccc4Oc5c3cccc5
omega_98830	-104.919228	-105.755905	7.454901	-6.618229	0.000000	0.000000	Cc1c(c(n(n1)Cc2cccc(c2)C(=O)NC34CC5CC(C3)CC(C5)C4)C)Br
omega_44133	-104.917473	-106.282562	5.508440	-4.143352	0.000000	0.000000	c1ccc(cc1)OCCn2c3ccccc3nc2SCc4cccc5c4cccc5
omega_65997	-104.907997	-101.516624	2.216631	-5.608003	0.000000	0.000000	C[Si](C)(C)Cc1ccc(cc1)C(=O)C=Cc2c3ccccc3cc4c2cccc4
omega_11172	-104.905655	-110.240204	15.646235	-10.311689	0.000000	0.000000	c1ccc(cc1)n2c(nnn2)SCC(=O)NC34CC5CC(C3)CC(C5)C4
omega_78102	-104.905144	-109.393066	9.953961	-5.466030	0.000000	0.000000	Cc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCC(=O)c5ccccc5)CCCC4
omega_103408	-104.866615	-116.828270	17.092009	-1.945768	-3.184577	0.000000	C=CCn1c(nnc1Sc2c(c3ccc(cc3nc2O)Cl)c4ccccc4Cl)c5cccnc5
omega_100570	-104.863312	-105.489410	7.344456	-6.718367	0.000000	0.000000	c1ccc(cc1)N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(cc5)Cl
omega_89280	-104.861794	-108.062767	3.228069	-0.027081	0.000000	0.000000	Cc1ccc(cc1)c2c(c(c3ccccc3n2)C(=O)OCC(=O)c4ccc(cc4)F)C
omega_88395	-104.856834	-105.841515	10.750212	-9.765529	0.000000	0.000000	c1ccc2c(c1)nnn2c3cc(c(cc3Oc4ccc(cc4)C5CCCCC5)C#N)C#N
omega_14746	-104.850243	-106.900780	8.124266	-6.073726	0.000000	0.000000	c1ccc2cc(ccc2c1)Oc3coc4cc(ccc4c3=O)OC(=O)C5CCCCC5
omega_24894	-104.848724	-112.607040	11.345448	-3.532333	-0.054808	0.000000	c1ccc(cc1)Oc2ccc(cc2)NCN3C(=O)c4ccc(cc4C3=O)Br
omega_80124	-104.845131	-106.718857	7.414909	-5.541176	0.000000	0.000000	COc1ccc(cc1)NCC(=O)n2c3ccccc3c4c2cccc4
omega_87193	-104.834946	-108.505661	4.135735	-0.465023	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cccc(c3n2)C)C(=O)Oc4ccc(c(c4)C)C
omega_157816	-104.822197	-110.496262	8.800589	-0.413741	-2.712778	0.000000	c1ccc-2c(c1)Cc3c2ccc(c3)C(=O)c4c(c5cc6c(nc5s4)CCCCC6)N
omega_72858	-104.812729	-102.794327	6.131744	-8.150150	0.000000	0.000000	c1cc2c(cccc2Br)c(c1)C(=O)NC3C4CC5CC(C4)CC3C5
omega_48561	-104.796265	-110.994598	9.982079	-3.783750	0.000000	0.000000	COC(=O)c1c2c(sc1NC(=O)c3cnn4c3nc(cc4C(F)(F)F)c5ccccc5)CCCC2
omega_139787	-104.794418	-107.771919	8.820411	-5.842915	0.000000	0.000000	Cc1ccc2c(c1)cc(c(n2)N3CCCCC3)C=C4C(=O)OC(=N4)c5ccccc5
omega_87199	-104.793427	-106.933838	3.436265	-1.295851	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cccc(c3n2)C)C(=O)Oc4cccc5c4cccc5
omega_20511	-104.782494	-107.513580	9.605639	-6.874561	0.000000	0.000000	Cc1ccc(cc1C)C(=O)c2cccc(c2)N3C(=O)c4ccc(cc4C3=O)[N+](=O)[O-]
omega_199314	-104.775963	-106.128387	5.743503	-4.391085	0.000000	0.000000	CC(=O)c1c(cn(n1)c2ccccc2)C(=O)c3ccc4ccccc4c3
omega_180399	-104.765251	-103.810219	3.324589	-4.279615	0.000000	0.000000	Cc1ccc(c(c1)C)N2CCN(CC2)C(=O)c3ccc(cc3)F
omega_23686	-104.759888	-105.048347	5.568947	-5.280483	0.000000	0.000000	c1ccc(cc1)C2CCN(CC2)C(=O)c3ccc4c(c3)C(=O)c5ccccc5C4=O
omega_156312	-104.758385	-104.350319	5.920936	-6.329002	0.000000	0.000000	Cc1ccc(cc1)NC(=O)COC(=O)C23CC4CC(C2)CC(C4)C3
omega_63246	-104.740593	-107.792213	10.393974	-7.342360	0.000000	0.000000	CCc1cccc2c1nc(nc2SCC(=O)Nc3cccc(c3C)C)c4ccccc4
omega_97616	-104.738770	-110.483665	6.350706	-0.605807	0.000000	0.000000	Cc1ccc(s1)c2cc(c3ccccc3n2)C(=O)NC45CC6CC(C4)CC(C6)C5
omega_183849	-104.734795	-98.957138	6.643012	-9.984600	-2.436069	0.000000	c1ccc(c(c1)C=CC(=O)c2cc(cc(c(=O)c2O)Br)Br)Cl
omega_132189	-104.729668	-105.528534	14.989630	-14.155349	-0.035413	0.000000	Cc1cc2c(cc1Br)NC(=O)C2=NNC(=O)COc3ccc4ccccc4c3
omega_83024	-104.728355	-104.984734	9.412674	-9.156298	0.000000	0.000000	c1ccc(cc1)c2cc(c(c(n2)SCC(=O)NC34CC5CC(C3)CC(C5)C4)C#N)c6ccc(cc6)F
omega_773	-104.721352	-105.722015	5.455989	-4.455324	0.000000	0.000000	Cc1ccc(cc1)Sc2ccc(cc2COC(=O)C=Cc3ccccc3)[N+](=O)[O-]
omega_87196	-104.720680	-106.458076	2.938487	-1.201096	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cccc(c3n2)C)C(=O)Oc4ccc(cc4)Cl
omega_44923	-104.719994	-113.989822	11.604250	-2.334379	-0.000034	0.000000	Cc1c(c(=O)n(n1C)c2ccccc2)NS(=O)(=O)c3cccc4c3C(=O)c5ccccc5C4=O
omega_94772	-104.692497	-106.733009	8.006414	-5.965899	0.000000	0.000000	Cc1ccc(cc1)CNC(=O)c2cc(nc3c2cccc3)c4ccc(cc4)Cl
omega_156305	-104.691444	-106.624374	8.227652	-6.294727	0.000000	0.000000	COC(=O)c1ccc(cc1)NC(=O)COC(=O)C23CC4CC(C2)CC(C4)C3
omega_121440	-104.691422	-101.065231	3.324946	-6.951138	0.000000	0.000000	c1ccc(c(c1)N2CCN(CC2)C(=O)c3c(c(c(c(c3F)F)F)F)F)F
omega_49285	-104.687897	-108.856812	11.861411	-7.692502	0.000000	0.000000	c1ccc2c(c1)C(=NS2(=O)=O)N(CCOC(=O)c3ccc(cc3)[N+](=O)[O-])c4ccccc4Cl
omega_131003	-104.683334	-94.453522	13.127340	-23.357155	0.000000	0.000000	CN(Cc1ccccc1)C(=O)c2cc3nc(cc(n3n2)C(F)(F)F)c4ccco4
omega_24757	-104.680946	-106.804329	4.838895	-2.715516	0.000000	0.000000	CC(C)(C)c1ccc(cc1)OC(=O)c2cccc(c2)N3C(=O)c4ccccc4C3=O
omega_82261	-104.663368	-104.760742	7.625736	-7.528363	0.000000	0.000000	c1ccc(cc1)n2cc(cn2)c3c4cc(ccc4oc3C(=O)c5ccc(cc5)Cl)Br
omega_93763	-104.644875	-109.179626	5.094869	-0.560120	0.000000	0.000000	c1ccc(cc1)CC2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(s5)Cl
omega_63779	-104.644257	-105.218460	7.795426	-7.221223	0.000000	0.000000	CCc1cccc2c1nc(nc2SCC(=O)N3CCCc4c3cccc4)c5ccc(cc5)F
omega_115292	-104.634438	-108.186745	6.949984	-3.397681	0.000000	0.000000	Cc1cccc(c1C)N2CCN(CC2)C(=O)c3cc(nc4c3cc(cc4)Br)c5ccc(cc5)OC
omega_114659	-104.631340	-112.406075	11.959945	-4.185209	0.000000	0.000000	CC(C)OC(=O)c1c2c(sc1NC(=O)c3c(cn(n3)C45CC6CC(C4)CC(C6)C5)[N+](=O)[O-])CCCC2
omega_1590	-104.615067	-105.348549	5.453871	-4.720388	0.000000	0.000000	c1ccc(cc1)c2c(sc(n2)N3CCCCCC3)C(=O)c4ccccc4
omega_8720	-104.612625	-105.993896	7.044277	-5.663012	0.000000	0.000000	c1ccc(cc1)C=NOCC(=O)N2c3ccccc3Oc4c2cccc4
omega_114402	-104.607651	-112.054398	8.738536	-1.291795	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3cc(nc4c3cc(cc4)Br)c5ccccc5
omega_156310	-104.600143	-104.776840	6.842109	-6.665409	0.000000	0.000000	CC(=O)c1ccc(cc1)NC(=O)COC(=O)C23CC4CC(C2)CC(C4)C3
omega_98638	-104.599808	-110.013016	9.401736	-3.988521	0.000000	0.000000	COc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccc(cc5)F
omega_106247	-104.582726	-109.945976	9.370017	-4.006763	0.000000	0.000000	c1ccc(cc1)c2c(cn(n2)c3ccccc3)CNC(=O)C=Cc4c(cccc4Cl)F
omega_103038	-104.568207	-100.153404	3.297750	-7.712554	0.000000	0.000000	c1ccc2c(c1)CCN(C2)C(=O)c3c(c4ccc(cc4s3)F)Cl
omega_88258	-104.549568	-108.086670	5.745451	-2.208351	0.000000	0.000000	c1ccc2cc(ccc2c1)OC(=O)c3cc(nc4c3cccc4)c5ccc(cc5)Br
omega_88302	-104.549492	-106.254448	2.806391	-1.101427	0.000000	0.000000	Cc1cccc2c1nc(cc2C(=O)Oc3ccc(cc3)Br)c4ccccc4
omega_40376	-104.540321	-105.411949	9.341408	-8.469791	0.000000	0.000000	c1c(c(cc(c1[N+](=O)[O-])N2CCOCC2)N3CCOCC3)C=Nc4c(c5c(s4)CCCC5)C#N
omega_26106	-104.530151	-110.298355	11.323582	-2.528532	-3.026848	0.000000	c1ccc2c(c1)cccc2CC(=O)NN=C3c4ccccc4NC3=O
omega_45780	-104.502045	-110.244675	6.068123	-0.325483	0.000000	0.000000	CCOc1ccc2cc(ccc2c1)S(=O)(=O)N3CCC(CC3)Cc4ccccc4
omega_23040	-104.492752	-98.578011	5.539979	-5.330701	-6.124025	0.000000	c1cc(cc(c1)Cl)N=c2n(c(cs2)c3ccc(cc3)C4CCCCC4)CCO
omega_135815	-104.481316	-95.549469	10.018444	-18.950293	0.000000	0.000000	c1cc(oc1)c2cc(nc(n2)SCC(=O)NC3CCCCCCC3)C(F)(F)F
omega_163393	-104.472801	-103.355316	9.974729	-11.092216	0.000000	0.000000	c1ccc2c(c1)cccc2CSc3nnnn3c4cccc5c4cccc5
omega_168910	-104.467575	-104.851250	12.169290	-10.831612	-0.954003	0.000000	c1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCc5[nH]c6ccccc6n5)CCCC4
omega_35439	-104.440529	-102.388588	6.065435	-8.117382	0.000000	0.000000	c1ccc2c(c1)cc(c(=O)o2)c3cccc(c3)NC(=O)c4ccccc4F
omega_115286	-104.422462	-108.074684	8.599531	-4.947303	0.000000	0.000000	Cc1ccc(cc1C)c2cc(c3cc(ccc3n2)Br)C(=O)N4CCN(CC4)c5ccccc5OC
omega_164180	-104.412994	-107.922569	7.232833	-3.723260	0.000000	0.000000	CN(CCOC12CC3CC(C1)CC(C3)C2)C(=O)c4ccc5c(c4)C(=O)c6ccccc6C5=O
omega_119467	-104.405128	-106.348869	4.104856	-2.161123	0.000000	0.000000	Cc1c(c(c(c(c1C)C)S(=O)(=O)N2CCN(CC2)c3ccccc3)C)C
omega_88668	-104.394592	-110.206818	6.065838	-0.253613	0.000000	0.000000	COc1ccc(cc1)c2cc(c3cccc(c3n2)Cl)C(=O)OCC(=O)c4ccc(cc4)F
omega_28950	-104.392181	-106.266769	8.449650	-6.575058	0.000000	0.000000	c1ccc(cc1)n2c(nnc2SCc3c(cccc3F)F)c4ccco4
omega_196018	-104.391953	-105.647690	4.721303	-3.465565	0.000000	0.000000	CN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)N(C)Cc4ccccc4
omega_24883	-104.387207	-107.737030	11.307070	-7.957243	0.000000	0.000000	Cc1ccc(cc1)N(CN2C(=O)c3ccc(cc3C2=O)[N+](=O)[O-])C(=O)c4ccco4
omega_192363	-104.379463	-102.968231	4.999418	-6.410647	0.000000	0.000000	COc1c(c(c(c(c1F)F)C(=O)N2CCN(CC2)c3c(c(c(c(c3F)F)Cl)F)F)F)F
omega_156309	-104.372742	-105.590103	3.722984	-2.505626	0.000000	0.000000	COC(=O)c1ccc(cc1)COC(=O)C23CC4CC(C2)CC(C4)C3
omega_124093	-104.360374	-103.073685	6.848809	-8.135498	0.000000	0.000000	c1ccc(c(c1)CNC(=O)CSc2c(c(cc(n2)c3ccc(cc3)Cl)C(F)(F)F)C#N)Cl
omega_193106	-104.354240	-106.423897	6.447320	-4.377659	0.000000	0.000000	c1ccc(cc1)C(=O)C2=NN(C(=C3C(=O)c4ccccc4C3=O)S2)c5ccccc5
omega_178373	-104.350838	-108.717911	12.167875	-7.800795	0.000000	0.000000	c1ccc(cc1)n2c(c(cn2)C(=O)N3CCc4ccccc4C3)NC(=O)c5cccc(c5)Cl
omega_154928	-104.346298	-99.322876	13.442640	-10.532557	-7.933500	0.000000	CN1C(=O)C(=Cc2ccc(cc2)C(=O)OC)SC1=Nc3cccc(c3)C(=O)O
omega_23086	-104.344604	-94.509567	12.711393	-22.546413	0.000000	0.000000	CCCn1c2ccccc2c3c1nc(nn3)SCC(=O)N4c5ccccc5Sc6c4cccc6
omega_48903	-104.338577	-108.138054	5.762191	-1.962716	0.000000	0.000000	c1ccc(cc1)C2(CCCC2)CNC(=O)C3(CCCC3)c4ccccc4
omega_190491	-104.334267	-95.030235	16.050241	-18.062183	-7.292086	0.000000	c1ccc2c(c1)c(n[nH]c2=O)CNC(=O)c3cccc(c3)Cl
omega_11994	-104.328209	-105.691307	2.174679	-0.811590	0.000000	0.000000	Cc1cc(c(n1c2ccc(cc2)F)C)C(=O)CSc3c4c5c(sc4ncn3)CCC5
omega_101726	-104.325424	-105.317963	6.329082	-5.336557	0.000000	0.000000	c1ccc(cc1)C(CCNC(=O)C23CC4CC(C2)CC(C4)C3)c5ccccc5
omega_88220	-104.319649	-105.204750	1.688160	-0.803054	0.000000	0.000000	Cc1ccc2c(c1)c(cc(n2)c3ccccc3)C(=O)Oc4ccc5ccccc5c4
omega_113759	-104.304123	-113.529953	14.768312	-5.542496	0.000000	0.000000	Cc1c(c(sc1C(=O)OC)NC(=O)c2c(cn(n2)C34CC5CC(C3)CC(C5)C4)[N+](=O)[O-])C(=O)OC
omega_27025	-104.297813	-108.076385	9.189600	-5.411026	0.000000	0.000000	c1ccc2c(c1)c3ccc(cc3o2)N(CN4C(=O)c5ccc(cc5C4=O)Br)C(=O)C(F)(F)F
omega_99538	-104.289360	-117.627998	13.731081	-0.392447	0.000000	0.000000	c1c(cc(cc1NC(=O)C23CC4CC(C2)CC(C4)C3)NC(=O)C56CC7CC(C5)CC(C7)C6)C(=O)N8CCCCC8
omega_88299	-104.284775	-106.552643	3.143267	-0.875411	0.000000	0.000000	Cc1ccc(cc1)OC(=O)c2cc(nc3c2cccc3C)c4ccccc4
omega_101706	-104.274582	-105.454079	7.205808	-6.026308	0.000000	0.000000	Cc1ccc(cc1)c2c(c(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccc(cc5)Cl)C
omega_196265	-104.253876	-97.227371	5.541578	-12.568080	0.000000	0.000000	CC(=O)Oc1ccc(cc1)Cn2cnc3c2cc4ccccc4c3
omega_157551	-104.253296	-108.480820	9.373579	-5.146008	-0.000036	0.000000	COc1ccc(cc1)C(=O)c2c(c3c(c4c(nc3s2)-c5ccsc5CC4)c6ccc(cc6)Cl)N
omega_16280	-104.249229	-103.219246	8.359246	-9.389229	0.000000	0.000000	c1ccc2c(c1)ccc3c2c(co3)CC(=O)Nc4ccccc4F
omega_95184	-104.222488	-102.663841	5.737524	-7.296171	0.000000	0.000000	c1ccc(cc1)CC2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccccc5
omega_154901	-104.217514	-98.305824	15.040348	-10.526555	-10.425480	0.000000	CCOc1cc(cc(c1O)C=C2C(=O)N(C(=Nc3cccc(c3)C(=O)O)S2)C)Br
omega_63453	-104.210060	-105.264442	14.141589	-10.934721	-2.152478	0.000000	Cc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCC(=O)Nc5cccc(c5)Cl)CCCC4
omega_117991	-104.206367	-105.523186	4.185417	-2.868590	0.000000	0.000000	Cc1cc(c(c(c1C)S(=O)(=O)N2CCN(CC2)c3ccc(cc3)F)C)C
omega_7318	-104.189896	-107.217140	3.842736	-0.815492	0.000000	0.000000	Cc1cc(c(c(c1)C)S(=O)(=O)c2ccc(cc2)c3ccccc3)C
omega_88300	-104.189018	-106.827034	3.280781	-0.642768	0.000000	0.000000	Cc1cccc2c1nc(cc2C(=O)Oc3ccc(c(c3)C)C)c4ccccc4
omega_65538	-104.176414	-101.257858	3.324946	-6.243502	0.000000	0.000000	c1ccc(cc1)N(c2ccc3ccccc3c2)C(=O)c4ccccc4F
omega_104451	-104.160599	-106.772003	3.348074	-0.736670	0.000000	0.000000	c1ccc(cc1)c2cc(nc(c2C#N)SCC(=O)c3ccc-4c(c3)Cc5c4cccc5)C(F)(F)F
omega_108261	-104.155045	-103.671265	4.403308	-4.887087	0.000000	0.000000	c1ccc(cc1)N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccccc5Cl
omega_94311	-104.139145	-108.069611	8.690995	-4.760522	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(c(c5)OC)OC
omega_183881	-104.130356	-107.947403	6.151811	-2.334770	0.000000	0.000000	CNc1ccc(cc(c1=O)C(=O)C=Cc2ccc(cc2)C(F)(F)F)Br
omega_109288	-104.104996	-112.922226	10.041047	-1.222892	-0.000916	0.000000	c1ccc2c(c1)[nH]c(n2)NC(=O)C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
omega_88288	-104.100838	-107.333076	5.633240	-2.400997	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)OCC(=O)c4ccccc4
omega_3772	-104.096092	-108.499962	5.943494	-1.539632	0.000000	0.000000	c1ccc2c(c1)CCc3ccccc3C2=CCN4C(=O)c5ccccc5C4=O
omega_177710	-104.092445	-104.442078	3.311368	-2.961736	0.000000	0.000000	c1ccc(c(c1)N2CCN(CC2)C(=O)C34CC5CC(C3)CC(C5)C4)F
omega_42223	-104.089737	-110.679932	13.243023	-6.194122	-0.458708	0.000000	Cn1c2c(c(=O)[nH]c1=O)n(c(n2)SCc3ccc(cc3)Cl)CCCc4ccccc4
omega_47238	-104.083130	-108.466385	13.079710	-8.696456	0.000000	0.000000	c1ccc2c(c1)ccc3c2cc(c(=O)o3)c4nnc(o4)c5ccccc5O
omega_14627	-104.079437	-108.347504	6.021180	-1.753110	0.000000	0.000000	CC(C)(C)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3c4c5c(sc4ncn3)CCCC5
omega_165412	-104.071335	-103.153473	10.089427	-11.007294	0.000000	0.000000	CCN1C(=O)C(=Cc2cc(c(cc2Br)O)OC)SC1=Nc3ccc(cc3)OC
omega_93750	-104.047989	-103.869644	6.620374	-6.798720	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3ccc(s3)Cl)C(=O)NCc4ccc(c(c4)Cl)Cl
omega_115149	-104.047768	-102.162193	6.337564	-8.223139	0.000000	0.000000	Cc1ccc(cc1)c2cc(n3c(n2)c(cn3)C(=O)N4CCN(CC4)c5ccccc5OC)C(F)F
omega_175919	-104.046188	-101.739357	5.204893	-7.511729	0.000000	0.000000	CN(C)c1ccc(cc1)NC(=O)Cc2cccc3c2cccc3
omega_114463	-104.029770	-106.318634	7.862206	-5.573340	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3cc(nc4c3cc(cc4)Br)c5ccc(cc5)C
omega_96066	-104.024582	-105.637543	5.061963	-3.449002	0.000000	0.000000	Cc1ccccc1COc2ccccc2C=C3C(=O)OC(=N3)c4ccc5ccccc5c4
omega_50701	-104.018738	-107.801559	6.322882	-2.540057	0.000000	0.000000	Cc1ccccc1N2CCN(CC2)C(=O)c3c(oc4c3cc(cc4)OC)C
omega_196870	-104.009949	-113.952667	10.990985	-1.048264	0.000000	0.000000	COc1ccccc1Oc2ccc(cc2)S(=O)(=O)N3CCc4cc(c(cc4C3)OC)OC
omega_163931	-104.002960	-105.173134	6.572268	-5.402088	0.000000	0.000000	c1ccc(c(c1)CCC(=O)NC2C3CC4CC(C3)CC2C4)F
omega_114742	-103.998314	-104.196182	5.141016	-4.943145	0.000000	0.000000	COc1ccc(cc1)N2CCN(CC2)C(=O)CC34CC5CC(C3)CC(C5)C4
