Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
omega_168921	-107.546326	-113.094269	12.165361	-6.505816	-0.111596	0.000000	c1ccc2c(c1)[nH]c(n2)CSc3nc4c(c5c(s4)CCCC5)c(=O)n3c6ccc(cc6)F
omega_114329	-107.539360	-110.147530	5.554643	-2.946483	0.000000	0.000000	c1ccc2c(c1)c3c(csc3NC(=O)CC45CC6CC(C4)CC(C6)C5)c(=O)o2
omega_116871	-107.470177	-112.957008	8.413187	-2.926367	0.000000	0.000000	Cc1ccc2c(c1)c(cc(n2)c3ccc(cc3)C(C)C)C(=O)N4CCN(CC4)c5ccccc5OC
omega_11409	-107.428238	-103.374077	2.216631	-6.270793	0.000000	0.000000	Cc1ccc(cc1)N2CCN(CC2)N=Cc3c(cccc3Cl)F
omega_93807	-107.373230	-106.225861	7.570484	-8.717856	0.000000	0.000000	c1ccc2c(c1)cc(oc2=O)C(=O)N3CCCc4c3cccc4
omega_7735	-107.370720	-103.616600	2.216631	-5.970757	0.000000	0.000000	CN(C)c1ccc(cc1)C=CC(=O)c2ccc3c4c2cccc4CC3
omega_59112	-107.368385	-105.323898	6.585156	-8.629640	0.000000	0.000000	c1ccc2c(c1)CCN2C(=O)c3cccc(c3)C(=O)N4CCc5c4cccc5
omega_88406	-107.366631	-107.311584	4.426776	-4.481823	0.000000	0.000000	c1ccc(cc1)COC(=O)c2ccccc2C(=O)c3ccc(cc3)c4ccccc4
omega_9056	-107.364250	-108.908821	6.504367	-4.946263	-0.013531	0.000000	CCOC(=O)c1cc(sc1N=Cc2c(ccc3c2c4c(o3)CCCC4)O)CC(C)C
omega_31100	-107.357445	-107.324028	5.167183	-5.200604	0.000000	0.000000	CCOC(=O)c1c2c(sc1NC(=O)CC34CC5CC(C3)CC(C5)C4)CCCC2
omega_119287	-107.355583	-102.444695	10.935869	-15.846747	0.000000	0.000000	CCc1ccc(s1)c2cc(n3c(n2)cc(n3)C(=O)N4CCCCCC4)C(F)(F)F
omega_124810	-107.351036	-104.452599	4.841329	-7.739761	0.000000	0.000000	C1CCCC2(CC1)C(C2(C#N)C#N)C(=O)C34CC5CC(C3)CC(C5)C4
omega_50787	-107.278313	-106.852760	3.752936	-4.178488	0.000000	0.000000	Cc1c(sc[n+]1CC(=O)c2ccccc2)CCOC(=O)CC34CC5CC(C3)CC(C5)C4
omega_81912	-107.261650	-115.159981	9.933240	-2.034909	0.000000	0.000000	c1ccc2cc(ccc2c1)C(=O)c3cn(nc3C(=O)c4nc5ccccc5s4)c6ccc(cc6)[N+](=O)[O-]
omega_101775	-107.099968	-110.704857	5.901830	-2.296941	0.000000	0.000000	Cc1c(c2ccccc2nc1c3ccc(cc3)OC)C(=O)N4CCN(CC4)c5cccc(c5)C(F)(F)F
omega_187666	-107.082390	-105.863258	13.230237	-14.449367	0.000000	0.000000	c1ccc2c(c1)C(=O)N(S2(=O)=O)CC(=O)Nc3c(c4c(s3)CCCC4)C#N
omega_36961	-107.071243	-106.880638	16.658382	-16.848984	0.000000	0.000000	c1cc(ncc1Cl)NC(=O)C(C(C(C(C(=O)Nc2ccc(cn2)Cl)(F)F)(F)F)(F)F)(F)F
omega_164589	-107.069878	-108.523705	5.882651	-4.428815	0.000000	0.000000	Cc1cc(c(n1c2c(c3c(s2)CCCC3)C#N)C)C=C4C(=O)c5ccccc5C4=O
omega_157409	-107.051041	-104.518280	7.395072	-9.927822	0.000000	0.000000	Cc1ccc(cc1)C(=O)c2c(c3cc(ccc3o2)C(C)C)c4cnn(c4)c5ccccc5
omega_42652	-107.048019	-111.316010	6.228482	-1.960487	0.000000	0.000000	Cc1ccc(cc1)c2[nH]c(c(n2)c3ccc(cc3)C(=O)c4ccccc4)c5ccccc5
omega_78091	-107.041832	-104.590157	9.859806	-12.311478	0.000000	0.000000	CCCCCOC(=O)CSc1nc2c(c3c(s2)CCCC3)c(=O)n1c4ccc(cc4)C
omega_130337	-106.972809	-103.434090	3.324349	-6.863076	0.000000	0.000000	c1ccc2c(c1)cccc2C=CC(=O)N3CCCc4c3cccc4
omega_38237	-106.965500	-104.223816	4.061275	-6.802964	0.000000	0.000000	Cc1ccc2c(c1)-c3c(ssc3=S)C(N2C(=O)Cc4ccc(cc4)F)(C)C
omega_164145	-106.953331	-109.052460	3.937941	-1.838809	0.000000	0.000000	Cc1cc(=O)n2c3c1cc(cc3CC2)S(=O)(=O)N(C)CC45CC6CC(C4)CC(C6)C5
omega_103782	-106.945229	-109.475029	8.912913	-6.383121	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cc(ccc3n2)Br)C(=O)Nc4c(c5c(s4)CCCCC5)C#N
omega_81987	-106.937607	-108.568573	4.030633	-2.399659	0.000000	0.000000	Cc1cccc(c1)n2cc(c(n2)C(=O)C)C(=O)c3ccc(cc3)c4ccccc4
omega_109466	-106.920944	-112.617615	14.450275	-8.753607	0.000000	0.000000	c1cc2c(cc1NC(=O)C(C(C(C(C(=O)Nc3ccc4c(c3)OCCO4)(F)F)(F)F)(F)F)(F)F)OCCO2
omega_88397	-106.904915	-111.750572	12.635797	-7.790141	0.000000	0.000000	c1ccc(cc1)c2ccc(cc2)Oc3cc(c(cc3n4c5ccccc5nn4)C#N)C#N
omega_195958	-106.904861	-108.595154	3.452465	-1.762168	0.000000	0.000000	CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)Oc4ccc5ccccc5c4
omega_17490	-106.897484	-102.893204	5.540957	-9.545238	0.000000	0.000000	CCN(c1ccccc1)C(=O)Cc2coc3c2c4ccccc4cc3
omega_93778	-106.868851	-110.927246	9.120734	-5.062335	0.000000	0.000000	Cc1ccc(s1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCCC5)C#N
omega_120346	-106.859734	-110.133202	9.031760	-5.758287	0.000000	0.000000	COc1ccc(cc1OC)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5cccc(c5)Cl
omega_25826	-106.849960	-115.671326	10.072922	-1.191309	-0.060247	0.000000	c1ccc2c(c1)C(=O)N(C2=O)CNc3ccc(cc3)Cc4ccncc4
omega_14899	-106.836189	-107.345291	3.438663	-2.929563	0.000000	0.000000	Cc1ccc(o1)c2csc3c2c(=O)n(c(n3)SCC(=O)c4ccc5ccccc5c4)CC=C
omega_177709	-106.831200	-107.586021	3.320943	-2.566126	0.000000	0.000000	Cc1ccc(cc1N2CCN(CC2)C(=O)C34CC5CC(C3)CC(C5)C4)Cl
omega_103514	-106.815681	-103.366203	12.351151	-3.982836	-11.817801	0.000000	c1ccc(cc1)c2c3ccc(cc3nc(c2Sc4[nH]c5ccccc5n4)O)Cl
omega_156313	-106.813156	-105.968018	5.952081	-6.797217	0.000000	0.000000	Cc1ccc(c(c1)C)NC(=O)COC(=O)C23CC4CC(C2)CC(C4)C3
omega_161815	-106.793777	-97.626236	14.340101	-11.750659	-11.756981	0.000000	CN1C(=O)C(=Cc2cc(c(cc2Br)O)OC)SC1=Nc3ccc(c(c3)C(=O)O)Cl
omega_34776	-106.779510	-110.845314	5.974661	-1.908853	0.000000	0.000000	c1ccc2cc(ccc2c1)S(=O)(=O)N3CCN(CC3)c4ccc(c5c4nccc5)[N+](=O)[O-]
omega_116350	-106.775581	-114.254097	11.474302	-3.995642	-0.000138	0.000000	Cc1ccc(c(c1)c2csc(c2C(=O)N)NC(=O)C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C
omega_119079	-106.771751	-99.971771	14.225360	-21.025337	0.000000	0.000000	Cc1c(c(n(n1)C)C)CN(C)C(=O)c2cc3nc(cc(n3n2)C(F)(F)F)c4ccc(s4)Cl
omega_97397	-106.755119	-109.565544	8.885906	-6.075479	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3ccc(cc3)Cl)C(=O)Nc4c(c5c(s4)CCCCC5)C#N
omega_33819	-106.744705	-104.028976	5.305682	-8.021411	0.000000	0.000000	CC(C)(C)c1ccc(cc1)C(=O)n2cc(c3c2cccc3)C(=O)OC
omega_82095	-106.732819	-111.973694	13.170033	-7.929152	0.000000	0.000000	c1ccc2c(c1)c3ccccc3n(c2=O)CC(=O)Nc4ccc5c(c4)OCO5
omega_65243	-106.715309	-112.888855	13.845225	-6.975781	-0.695893	0.000000	CCOc1ccc(cc1)NC(=S)N(Cc2ccccc2)Cc3cc4cc(ccc4[nH]c3=O)C
omega_32595	-106.709915	-112.438011	6.649276	-0.921178	0.000000	0.000000	c1ccc(cc1)c2c3ccccc3ncc2C(=O)c4ccc5ccccc5c4
omega_15122	-106.685760	-110.073029	6.605901	-3.218629	0.000000	0.000000	c1ccc(cc1)n2c(=O)c3c(csc3nc2SCC(=O)c4ccc5c(c4)OCCO5)c6cccs6
omega_48737	-106.673615	-107.159119	6.365990	-5.880490	0.000000	0.000000	CC1(c2c(c(=S)ss2)-c3cc(ccc3N1C(=O)CCC4CCCCC4)OC)C
omega_89655	-106.666595	-102.259956	6.261866	-8.496911	-2.171602	0.000000	c1ccc2cc(ccc2c1)C(=O)COC(=O)c3ccc4ccccc4c3O
omega_160043	-106.640755	-100.791908	7.921131	-13.769982	0.000000	0.000000	Cc1c(c2ccccc2n1C)C=NNC(=O)c3ccc4ccccc4c3
omega_14758	-106.639099	-105.134995	8.866527	-10.370642	0.000000	0.000000	Cc1cc2nnc(n2c3c1cccc3)SCC(=O)c4cc(n(c4C)CCc5ccccc5)C
omega_81970	-106.629082	-106.916039	4.885790	-4.598830	0.000000	0.000000	CC(=O)c1c(cn(n1)c2cccc(c2)Br)C(=O)c3ccc4ccccc4c3
omega_137603	-106.625008	-102.406837	8.866486	-13.084654	0.000000	0.000000	c1ccc(cc1)c2cc(no2)C(=O)N3CCCc4c3cccc4
omega_47709	-106.602875	-103.029388	10.812449	-14.385932	0.000000	0.000000	c1ccc2c(c1)CCCN2C(=O)c3cc4nc(cc(n4n3)C(F)(F)F)c5ccc(c(c5)Cl)Cl
omega_199326	-106.558563	-108.768250	6.270190	-4.060503	0.000000	0.000000	CC(=O)c1c(cn(n1)c2ccc(cc2)Cl)C(=O)c3ccc4ccccc4c3
omega_96601	-106.550407	-112.519844	6.594357	-0.624925	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccc(cc5)F
omega_149405	-106.550095	-106.974075	4.298047	-3.874064	0.000000	0.000000	COc1ccc(cc1)C(=O)OCC2c3ccccc3-c4c2cccc4
omega_104121	-106.528320	-108.081085	10.606255	-9.053483	0.000000	0.000000	COc1cc(cc(c1OC)OC)C(=O)N2CCN(CC2)C3C4CC5CC(C4)CC3C5
omega_161723	-106.471062	-110.443199	8.873652	-4.901516	0.000000	0.000000	CCN1C(=O)C(=Cc2ccc(cc2OCC)N(CC)CC)SC1=Nc3ccc(cc3)OCC
omega_11383	-106.470665	-100.890587	18.060303	-8.703447	-14.936933	0.000000	CC(=NNC(=O)c1cc(n[nH]1)C23CC4CC(C2)CC(C4)C3)c5ccccc5O
omega_49806	-106.465805	-103.444984	5.984571	-2.029879	-6.975525	0.000000	c1ccc2c(c1)cccc2CNCCc3c[nH]c4c3cccc4
omega_180338	-106.436104	-108.839508	6.245898	-3.842500	0.000000	0.000000	CCOc1ccc(c2c1cccc2)S(=O)(=O)N3CCN(CC3)c4cccc(c4)Cl
omega_104909	-106.420288	-108.033951	6.084785	-4.471133	0.000000	0.000000	c1cc2c(cc1Cl)sc(c2Cl)C(=O)N3CCN(CC3)C(=O)C(C(C(F)(F)F)(F)F)(F)F
omega_15196	-106.417946	-107.607841	7.428924	-6.239020	-0.000006	0.000000	c1cc(cc(c1)N2CCN(CC2)C(=S)NC(=O)C34CC5CC(C3)CC(C5)C4)C(F)(F)F
omega_158364	-106.405075	-107.517059	9.242007	-8.130036	0.000000	0.000000	Cc1ccc(cc1C)C(=O)NC(=Cc2ccco2)C(=O)N3CCN(CC3)c4ccccc4
omega_62525	-106.400932	-110.713043	5.688980	-1.376862	0.000000	0.000000	c1ccc2cc(ccc2c1)OC(=O)c3cc(nc4c3cccc4)c5ccc(cc5)Cl
omega_66002	-106.390312	-105.204910	2.216603	-3.402004	0.000000	0.000000	c1cc2ccc3ccc(c4c3c2c(c1)cc4)C=CC(=O)c5ccc(cc5)N=[N+]=[N-]
omega_180490	-106.355606	-109.976517	5.170240	-1.549324	0.000000	0.000000	Cc1cc(c(c(c1Cl)C)S(=O)(=O)N2CCN(CC2)c3ccccc3)OC
omega_109105	-106.355476	-109.857018	7.967147	-4.465596	0.000000	0.000000	c1cnccc1CNC(=O)C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
omega_99558	-106.349091	-111.944382	7.950397	-2.355109	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCC5)C(=O)OC
omega_130237	-106.347076	-104.521919	6.102047	-7.927200	0.000000	0.000000	COc1cccc(c1)c2cc(n3c(n2)c(cn3)C(=O)N4CCN(CC4)c5ccccc5)C(F)(F)F
omega_181367	-106.319878	-108.296654	5.268180	-3.291414	0.000000	0.000000	Cc1ccccc1N2CCN(CC2)S(=O)(=O)c3ccc(c4c3cccc4)OC
omega_114732	-106.314690	-107.615486	5.174953	-3.874142	0.000000	0.000000	CCOC(=O)c1c2c(sc1NC(=O)CC34CC5CC(C3)CC(C5)C4)CCC2
omega_135191	-106.299896	-105.487206	6.894711	-3.505124	-4.202272	0.000000	CCN(c1ccccc1)C(=S)NC(=O)Cc2cccc3c2cccc3
omega_95561	-106.298973	-107.956024	5.363482	-3.706423	0.000000	0.000000	c1ccc(cc1)N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(s5)Cl
omega_100972	-106.293221	-109.999641	9.439500	-5.733072	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3cccc(c3)Br)C(=O)Nc4c(c5c(s4)CCCCC5)C#N
omega_42220	-106.284348	-111.991287	13.242073	-6.918020	-0.617120	0.000000	CC(C)CCSc1nc2c(n1CCCc3ccccc3)c(=O)[nH]c(=O)n2C
omega_121345	-106.275497	-108.803345	7.022954	-4.495118	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3ccc(c(c3)Cl)Cl)C(=O)N4CCN(CC4)c5ccccc5F
omega_168944	-106.263901	-110.173019	9.079070	-5.169953	0.000000	0.000000	Cc1ccc(cc1)C(=O)CSc2nc3c(c4c(s3)CCCC4)c(=O)n2CC=C
omega_113834	-106.260643	-104.996429	7.589267	-8.853482	0.000000	0.000000	Cc1c(c(sc1C(=O)OC)NC(=O)CC23CC4CC(C2)CC(C4)C3)C(=O)OC
omega_165413	-106.246277	-109.210449	8.856383	-5.892211	0.000000	0.000000	CCN1C(=O)C(=Cc2ccccc2OCC)SC1=Nc3ccc(cc3)OC
omega_8601	-106.236046	-106.018127	6.179529	-2.405186	-3.992261	0.000000	c1ccc(cc1)Cn2c3ccccc3nc2N=Cc4cc(ccc4O)Br
omega_114748	-106.232140	-105.926315	3.324937	-3.630760	0.000000	0.000000	c1ccc(c(c1)N2CCN(CC2)C(=O)CC34CC5CC(C3)CC(C5)C4)F
omega_149998	-106.213882	-101.554840	8.883642	-6.824721	-6.717951	0.000000	CC(C)C(=O)Oc1ccc(cc1)C(c2ccc(cc2)OC(=O)C(C)C)c3ccccc3C(=O)O
omega_109122	-106.211472	-110.055481	9.094109	-5.250101	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCC5)C#N
omega_154953	-106.202003	-99.369148	14.074751	-10.252379	-10.655226	0.000000	CCOc1cc(cc(c1OC)I)C=C2C(=O)N(C(=Nc3cccc(c3)C(=O)O)S2)C
omega_160610	-106.182152	-101.193542	8.780090	-13.768703	0.000000	0.000000	CC(C)Oc1ccc2ccccc2c1C=NNC(=O)c3cc4c5ccccc5ccc4o3
omega_157806	-106.177223	-107.521088	5.738918	-4.149496	-0.245558	0.000000	c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)c4ccc-5c(c4)Cc6c5cccc6)N)C(F)(F)F
omega_18991	-106.169022	-107.415184	15.591251	-6.203504	-8.141583	0.000000	c1ccc(cc1)N(c2ccc3ccccc3c2)C(=O)c4ccc(cc4)NC(=O)c5ccccc5C(=O)O
omega_180059	-106.161674	-109.253426	4.608953	-1.517203	0.000000	0.000000	c1ccc2cc(ccc2c1)C(=O)COC(=O)c3c4ccccc4nc5c3CCCC5
omega_139317	-106.155334	-104.214386	17.732937	-19.673876	0.000000	0.000000	c1ccc2c(c1)c(=O)n(c(n2)CSc3nnnn3C4CCCCC4)c5cccc(c5)C(F)(F)F
omega_122433	-106.144394	-112.882523	8.825280	-2.087141	0.000000	0.000000	c1cc(ccc1c2c3c(nc(c2C#N)SCC(=O)C45CC6CC(C4)CC(C6)C5)CCCC3)Cl
omega_162022	-106.065933	-108.014496	8.765480	-6.816905	0.000000	0.000000	c1ccc2c(c1)C(=NS2(=O)=O)N(Cc3ccco3)c4ccc(cc4)OC(=O)c5ccc(c(c5)Cl)Cl
omega_164240	-106.049408	-108.679443	8.502171	-5.872137	0.000000	0.000000	c1ccc2c(c1)nc(n2CCNC(=O)C34CC5CC(C3)CC(C5)C4)S
omega_94888	-106.001564	-111.565086	6.526228	-0.962707	0.000000	0.000000	CCOc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5cccc(c5)Cl
omega_49910	-105.991814	-102.513481	6.629375	-10.107707	0.000000	0.000000	c1ccc(cc1)CCOc2ccc3c(c2)oc(=O)c4c3CCCC4
omega_44152	-105.991066	-109.002495	5.412632	-2.401200	0.000000	0.000000	CCOc1ccc(c2c1cccc2)S(=O)(=O)N3CCC(CC3)Cc4ccccc4
omega_115278	-105.990646	-106.990005	7.889220	-6.889863	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(cc5)C(C)C
omega_114303	-105.986618	-113.566467	7.631569	-0.051723	0.000000	0.000000	Cc1c(c2ccccc2nc1c3cccc(c3)Cl)C(=O)N4CCN(CC4)c5ccc(cc5)Cl
omega_154867	-105.962265	-98.164940	12.187874	-8.829115	-11.156083	0.000000	Cc1cc(ccc1OC)C=C2C(=O)N(C(=Nc3cccc(c3)C(=O)O)S2)C
omega_161703	-105.953255	-107.643150	9.425969	-7.736072	0.000000	0.000000	CCN1C(=O)C(=Cc2ccccc2OCC#N)SC1=Nc3ccc(cc3)OCC
omega_107354	-105.924309	-116.039238	11.972466	-1.857533	0.000000	0.000000	CC1(c2c(c(=S)ss2)-c3cc(ccc3N1C(=O)CN4C(=O)c5ccccc5C4=O)OC)C
omega_18992	-105.919090	-103.895920	5.347434	-5.229836	-2.140761	0.000000	c1ccc(cc1)N(c2ccc3ccccc3c2)C(=O)c4ccc(cc4)N
omega_115295	-105.909561	-111.350945	8.702512	-3.261125	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3cc(ccc3n2)Br)C(=O)N4CCN(CC4)c5ccccc5OC
omega_15837	-105.909111	-111.832283	10.569255	-4.646085	0.000000	0.000000	Cc1c(c(sc1C(=O)OC)S(=O)(=O)NC23CC4CC(C2)CC(C4)C3)C(=O)OC
omega_55687	-105.902534	-105.081001	2.216631	-3.038164	0.000000	0.000000	Cc1c(sc[n+]1Cc2ccccc2)CCOC(=O)CC34CC5CC(C3)CC(C5)C4
omega_88210	-105.899445	-107.438507	2.763454	-1.224392	0.000000	0.000000	Cc1cccc2c1nc(cc2C(=O)Oc3cccc4c3cccc4)c5ccc(cc5)Cl
omega_40368	-105.895485	-103.930595	4.427989	-6.392874	0.000000	0.000000	c1ccc2c(c1)c(cn2Cc3ccc(cc3Cl)Cl)C=Nc4c(c5c(s4)CCCC5)C#N
omega_114123	-105.866615	-104.537964	6.074214	-7.402867	0.000000	0.000000	COc1cccc(c1)OCc2ccc(cc2)C(=O)N(Cc3ccccc3)Cc4ccccc4
omega_160510	-105.852066	-108.894028	8.866474	-5.824512	0.000000	0.000000	c1ccc(cc1)COc2ccccc2C=C3C(=O)N(C(=O)S3)Cc4ccc(cc4)F
omega_164194	-105.834938	-105.446663	6.815391	-7.203670	0.000000	0.000000	c1cc(oc1)C(=O)N(CCOC(=O)c2ccco2)CC34CC5CC(C3)CC(C5)C4
omega_45670	-105.834206	-112.932838	9.178268	-2.079635	0.000000	0.000000	CC1(Cc2c(c3cc(c4ccccc4c3o2)NS(=O)(=O)c5ccc6ccccc6c5)C(=O)C1)C
omega_103456	-105.823296	-108.070961	8.160985	-5.913316	0.000000	0.000000	Cc1ccc(c(c1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccccc5OC)C
omega_81935	-105.808037	-107.303139	9.733111	-8.238010	0.000000	0.000000	CC(=O)c1c(cn(n1)c2cccc(c2)Cl)C(=O)c3nc4ccccc4s3
omega_183348	-105.795837	-108.196106	5.289055	-2.888786	0.000000	0.000000	CCCOc1cc(ccc1S(=O)(=O)N2CCN(CC2)c3ccccc3)C
omega_54834	-105.777863	-104.761642	2.216631	-3.232854	0.000000	0.000000	c1ccc(cc1)c2ccc(cc2)OC(=O)c3cccc4c3cccc4
omega_92557	-105.774185	-104.361084	3.902942	-5.316054	0.000000	0.000000	Cc1ccc2c(c1)-c3c(ssc3=S)C(N2C(=O)c4ccc5ccccc5c4)(C)C
omega_172510	-105.753410	-109.404182	7.054059	-3.262074	-0.141225	0.000000	c1ccc(cc1)c2ccc(cc2)C(=O)c3c(c4c(c5c(nc4o3)-c6ccccc6CC5)c7cccs7)N
omega_180432	-105.738609	-106.498405	3.314378	-2.554595	0.000000	0.000000	c1cc(c(cc1Cl)N2CCN(CC2)C(=O)C34CC5CC(C3)CC(C5)C4)Cl
omega_37963	-105.729660	-104.386337	8.259036	-3.959181	-5.643175	0.000000	c1ccc-2c(c1)Cc3c2ccc(c3)C(=O)c4ccccc4C(=O)O
omega_23382	-105.678116	-106.636726	8.644052	-7.685438	0.000000	0.000000	CCc1c2c(ccc3c2oc(=O)cc3C)oc1C(=O)c4ccc(cc4)C
omega_160524	-105.670761	-106.068039	12.850762	-12.453491	0.000000	0.000000	Cc1c(c2ccccc2n1Cc3ccccc3C#N)C=NNC(=O)c4cc5c6ccccc6ccc5o4
omega_95815	-105.656158	-110.558609	7.739375	-2.836918	0.000000	0.000000	COC(=O)c1c2c(sc1NC(=O)c3cc(nc4c3cccc4)c5ccc(cc5)Br)CCCCC2
omega_11502	-105.649857	-106.915382	2.374338	-1.108814	0.000000	0.000000	Cc1cc(c(n1c2ccccc2)C)C(=O)CSc3c4c5c(sc4ncn3)CCC5
omega_89056	-105.648438	-105.039490	4.371931	-4.980883	0.000000	0.000000	c1ccc2c(c1)-c3cc(ccc3C2=O)C(=O)OCc4ccc(cc4)Br
omega_81888	-105.633606	-107.039154	5.511300	-4.105744	0.000000	0.000000	Cc1ccc(cc1)n2cc(c(n2)C(=O)C)C(=O)c3ccc4ccccc4c3
omega_134616	-105.629761	-107.368042	6.875945	-3.176830	-1.960832	0.000000	c1ccc2c(c1)cccc2CC(=O)NC(=S)N3CCc4c3cccc4
omega_93327	-105.621346	-105.968483	7.261844	-6.914706	0.000000	0.000000	c1ccc(cc1)N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(c(c5)Cl)Cl
omega_14898	-105.612549	-110.750999	8.415885	-3.277442	0.000000	0.000000	Cc1ccc(o1)c2csc3c2c(=O)n(c(n3)SCC(=O)c4ccc5c(c4)OCCO5)c6ccccc6
omega_23112	-105.609367	-107.881149	8.733402	-6.461621	0.000000	0.000000	c1cc(ccc1C(=O)N2CCN(CC2)c3cc(c(cc3[N+](=O)[O-])F)N4CCOCC4)F
omega_3265	-105.599220	-107.664497	8.127813	-6.062530	0.000000	0.000000	c1cc(ccc1N2CCCCC2)Sc3ccc(cc3[N+](=O)[O-])[N+](=O)[O-]
omega_89634	-105.594719	-107.680748	4.077005	-1.990979	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3ccc(c(c3n2)C)Cl)C(=O)OCC(=O)c4ccc(cc4)F
omega_162906	-105.580231	-106.698685	6.382940	-5.264480	0.000000	0.000000	c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3ccccc3C#N
omega_156311	-105.574097	-106.737656	5.756205	-4.592649	0.000000	0.000000	Cc1ccccc1NC(=O)COC(=O)C23CC4CC(C2)CC(C4)C3
omega_140203	-105.555153	-109.032310	4.428680	-0.951519	0.000000	0.000000	CCOc1ccc(cc1C=Cc2ccc3ccccc3n2)C45CC6CC(C4)CC(C6)C5
omega_162651	-105.555099	-105.912018	3.321680	-2.964768	0.000000	0.000000	c1ccc(cc1)N2CCN(CC2)C(=O)c3ccccc3SCc4ccc(cc4)F
omega_196117	-105.553604	-112.299683	9.451463	-2.705382	0.000000	0.000000	c1ccc(c(c1)N2CCN(CC2)S(=O)(=O)c3ccc4c5c3cccc5C(=O)N4)Cl
omega_176927	-105.525589	-108.147827	5.439435	-1.644246	-1.172956	0.000000	c1ccc2c(c1)cc3ccccc3c2CNCCc4c[nH]c5c4cccc5
omega_12256	-105.514748	-108.398415	13.143826	-10.260158	0.000000	0.000000	c1ccc2c(c1)n3c(s2)nnc3SCC(=O)NC45CC6CC(C4)CC(C6)C5
omega_88168	-105.484314	-106.707680	1.901375	-0.678014	0.000000	0.000000	Cc1ccc2c(c1)c(cc(n2)c3ccc(cc3)Cl)C(=O)Oc4ccc5ccccc5c4
omega_137611	-105.479095	-100.988678	8.866112	-13.356535	0.000000	0.000000	c1ccc(cc1)CN(c2ccccc2)C(=O)c3cc(on3)c4ccccc4
omega_173585	-105.455650	-101.903381	11.791215	-15.343481	0.000000	0.000000	C=CCn1c(nnc1Sc2c3c(nc4n2ncn4)CCC3)c5ccccc5
omega_23430	-105.449844	-110.025040	6.074154	-1.498962	0.000000	0.000000	COc1ccc(c2c1cccc2)S(=O)(=O)N3CCN(CC3)Cc4ccccc4
omega_89073	-105.447906	-104.357460	4.418872	-5.509319	0.000000	0.000000	c1ccc2c(c1)-c3cc(ccc3C2=O)C(=O)OCc4ccc(cc4)Cl
omega_114743	-105.437164	-105.959023	3.324414	-2.802551	0.000000	0.000000	Cc1ccc(cc1N2CCN(CC2)C(=O)CC34CC5CC(C3)CC(C5)C4)Cl
omega_90170	-105.421944	-105.106560	8.866378	-9.181770	0.000000	0.000000	c1ccc(cc1)c2nnc(n2Cc3ccc(cc3)C(=O)Oc4ccccc4)c5ccccc5
omega_173287	-105.418098	-103.848251	13.219034	-14.788887	0.000000	0.000000	c1cc(oc1)c2cc(nc3c2c(c(o3)C(=O)c4ccc(cc4)F)N)c5cccs5
omega_32347	-105.386246	-106.635597	4.386238	-3.136884	0.000000	0.000000	CC(=C(CC(=O)c1ccccc1)c2ccccc2)C(=O)c3ccccc3
omega_48736	-105.383347	-102.862473	4.195404	-6.716269	0.000000	0.000000	Cc1cc-2c(cc1C)N(C(c3c2c(=S)ss3)(C)C)C(=O)CCC4CCCCC4
omega_186295	-105.368134	-103.373451	4.473395	-6.468081	0.000000	0.000000	c1ccc(cc1)C(c2ccccc2)NC(=O)Cc3cccc4c3cccc4
omega_99512	-105.364998	-108.749527	11.578189	-8.193655	0.000000	0.000000	Cc1c(c2ccccc2nc1c3ccc(cc3)OC)C(=O)NCc4ccc(cc4)OC
omega_179998	-105.356995	-109.150085	4.190685	-0.397598	0.000000	0.000000	Cc1ccc(c(c1C)C)S(=O)(=O)N2CCN(CC2)Cc3ccccc3
